,Branch,Branch Location,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Items Selling Price,Payment Type,cogs,gross margin percentage,gross income,Rating,DateTime
175,A,Lagos,Normal,Male,Sports and travel,35312.4,9,15890.580000000002,333702.18,Cash,317811.6,4.761904762,15890.580000000002,9.3,2019-02-17 19:41:00
176,A,Lagos,Normal,Male,Health and beauty,9154.8,6,2746.44,57675.24,Epay,54928.8,4.761904762,2746.44,7.0,2019-02-12 19:01:00
177,A,Lagos,Member,Male,Fashion accessories,31204.800000000003,8,12481.919999999998,262120.32,Card,249638.4,4.761904762,12481.919999999998,7.2,2019-01-24 18:04:00
178,A,Lagos,Normal,Female,Home and lifestyle,10195.2,5,2548.8,53524.8,Epay,50976.0,4.761904762,2548.8,6.2,2019-03-11 13:28:00
179,A,Lagos,Normal,Male,Home and lifestyle,35258.4,1,1762.92,37021.32,Epay,35258.4,4.761904762,1762.92,6.9,2019-03-07 11:44:00
180,A,Lagos,Normal,Female,Fashion accessories,26298.0,4,5259.599999999999,110451.6,Card,105192.0,4.761904762,5259.599999999999,4.9,2019-02-25 17:16:00
181,A,Lagos,Normal,Male,Home and lifestyle,11044.8,3,1656.72,34791.12,Epay,33134.4,4.761904762,1656.72,9.1,2019-01-22 11:00:00
182,A,Lagos,Normal,Female,Fashion accessories,10591.2,10,5295.6,111207.6,Epay,105912.0,4.761904762,5295.6,8.9,2019-01-12 16:23:00
183,A,Lagos,Normal,Male,Sports and travel,21942.0,9,9873.9,207351.9,Card,197478.0,4.761904762,9873.9,6.0,2019-01-07 12:08:00
184,A,Lagos,Normal,Female,Electronic accessories,23781.6,6,7134.48,149824.08000000002,Cash,142689.6,4.761904762,7134.48,7.3,2019-01-23 10:28:00
185,A,Lagos,Member,Male,Electronic accessories,6955.2,7,2434.32,51120.72,Cash,48686.4,4.761904762,2434.32,6.9,2019-03-25 18:51:00
186,A,Lagos,Member,Male,Food and beverages,14997.6,6,4499.28,94484.88,Epay,89985.6,4.761904762,4499.28,5.6,2019-01-02 15:24:00
187,A,Lagos,Member,Female,Home and lifestyle,26071.2,3,3910.68,82124.28,Epay,78213.59999999999,4.761904762,3910.68,8.2,2019-03-29 16:54:00
188,A,Lagos,Member,Male,Electronic accessories,26823.6,6,8047.080000000001,168988.68,Epay,160941.6,4.761904762,8047.080000000001,5.0,2019-03-20 15:08:00
189,A,Lagos,Normal,Female,Food and beverages,29235.6,10,14617.8,306973.8,Card,292356.0,4.761904762,14617.8,6.3,2019-01-17 13:01:00
190,A,Lagos,Normal,Female,Fashion accessories,23666.4,9,10649.88,223647.48,Cash,212997.6,4.761904762,10649.88,7.7,2019-01-01 13:55:00
191,A,Lagos,Member,Male,Food and beverages,3646.8,7,1276.38,26803.98,Epay,25527.6,4.761904762,1276.38,8.3,2019-03-10 19:35:00
192,A,Lagos,Normal,Male,Sports and travel,30927.6,5,7731.9,162369.9,Card,154638.0,4.761904762,7731.9,8.6,2019-03-22 14:33:00
193,A,Lagos,Normal,Female,Health and beauty,23137.2,4,4627.4400000000005,97176.24,Cash,92548.8,4.761904762,4627.4400000000005,7.7,2019-03-26 13:54:00
194,A,Lagos,Member,Female,Health and beauty,27964.800000000003,4,5592.96,117452.16,Cash,111859.2,4.761904762,5592.96,8.4,2019-02-01 19:54:00
195,A,Lagos,Normal,Male,Health and beauty,18615.6,4,3723.12,78185.52,Card,74462.4,4.761904762,3723.12,9.8,2019-03-09 13:53:00
196,A,Lagos,Normal,Female,Food and beverages,18842.4,3,2826.36,59353.55999999999,Cash,56527.2,4.761904762,2826.36,9.2,2019-03-27 14:03:00
197,A,Lagos,Normal,Female,Sports and travel,15501.6,5,3875.4,81383.4,Epay,77508.0,4.761904762,3875.4,7.7,2019-02-04 16:38:00
198,A,Lagos,Normal,Male,Health and beauty,5263.2,5,1315.8,27631.8,Cash,26316.0,4.761904762,1315.8,4.4,2019-03-04 12:23:00
199,A,Lagos,Member,Female,Sports and travel,16408.8,1,820.4399999999999,17229.239999999998,Cash,16408.8,4.761904762,820.4399999999999,9.8,2019-02-07 14:13:00
200,A,Lagos,Member,Female,Sports and travel,27072.0,3,4060.8,85276.8,Epay,81216.0,4.761904762,4060.8,4.8,2019-02-05 11:51:00
201,A,Lagos,Normal,Male,Food and beverages,18792.0,3,2818.8,59194.8,Card,56376.0,4.761904762,2818.8,9.5,2019-02-15 13:30:00
202,A,Lagos,Member,Female,Home and lifestyle,25315.2,2,2531.52,53161.92,Epay,50630.4,4.761904762,2531.52,9.6,2019-03-24 14:22:00
203,A,Lagos,Member,Female,Fashion accessories,19314.0,7,6759.9,141957.9,Epay,135198.0,4.761904762,6759.9,5.2,2019-02-10 12:56:00
204,A,Lagos,Normal,Male,Fashion accessories,11019.6,1,550.98,11570.580000000002,Epay,11019.6,4.761904762,550.98,5.2,2019-01-23 12:20:00
205,A,Lagos,Normal,Female,Electronic accessories,10425.6,1,521.2800000000001,10946.88,Card,10425.6,4.761904762,521.2800000000001,6.2,2019-02-07 10:18:00
206,A,Lagos,Member,Male,Food and beverages,24282.0,10,12141.0,254961.0,Epay,242820.0,4.761904762,12141.0,4.2,2019-02-03 11:25:00
207,A,Lagos,Member,Female,Sports and travel,13939.2,9,6272.639999999999,131725.44,Epay,125452.8,4.761904762,6272.639999999999,4.2,2019-03-20 12:24:00
208,A,Lagos,Member,Male,Food and beverages,35470.8,6,10641.24,223466.04,Card,212824.8,4.761904762,10641.24,4.0,2019-01-23 11:22:00
209,A,Lagos,Normal,Female,Food and beverages,25804.800000000003,3,3870.72,81285.12,Card,77414.4,4.761904762,3870.72,9.2,2019-03-28 15:30:00
210,A,Lagos,Member,Female,Food and beverages,32979.6,1,1648.98,34628.58,Cash,32979.6,4.761904762,1648.98,9.8,2019-03-20 19:44:00
211,A,Lagos,Normal,Male,Sports and travel,21913.2,2,2191.32,46017.72,Epay,43826.4,4.761904762,2191.32,8.7,2019-03-09 12:37:00
212,A,Lagos,Member,Male,Home and lifestyle,19188.0,3,2878.2,60442.2,Epay,57564.0,4.761904762,2878.2,7.5,2019-01-25 14:19:00
213,A,Lagos,Normal,Female,Fashion accessories,4352.4,1,217.62,4570.02,Card,4352.4,4.761904762,217.62,8.2,2019-01-26 18:19:00
214,A,Lagos,Normal,Male,Sports and travel,23108.4,10,11554.2,242638.2,Card,231084.0,4.761904762,11554.2,6.7,2019-01-19 14:08:00
215,A,Lagos,Normal,Male,Electronic accessories,28191.6,3,4228.74,88803.54000000001,Epay,84574.8,4.761904762,4228.74,5.4,2019-03-05 16:38:00
216,A,Lagos,Member,Male,Food and beverages,30157.2,2,3015.7200000000003,63330.12,Card,60314.4,4.761904762,3015.7200000000003,7.0,2019-01-15 10:54:00
217,A,Lagos,Normal,Male,Health and beauty,10422.0,7,3647.7,76601.7,Card,72954.0,4.761904762,3647.7,6.0,2019-03-03 20:31:00
218,A,Lagos,Member,Male,Home and lifestyle,6969.599999999999,9,3136.32,65862.72,Epay,62726.4,4.761904762,3136.32,8.7,2019-01-18 18:43:00
219,A,Lagos,Member,Male,Home and lifestyle,26200.8,10,13100.4,275108.4,Cash,262008.0,4.761904762,13100.4,7.3,2019-02-03 17:24:00
220,A,Lagos,Normal,Female,Electronic accessories,5648.4,3,847.26,17792.46,Card,16945.2,4.761904762,847.26,5.8,2019-03-14 14:13:00
221,A,Lagos,Member,Female,Fashion accessories,31734.000000000004,3,4760.1,99962.1,Epay,95202.0,4.761904762,4760.1,7.9,2019-01-18 10:11:00
222,A,Lagos,Member,Female,Sports and travel,10054.8,5,2513.7,52787.7,Cash,50274.0,4.761904762,2513.7,5.9,2019-01-29 15:48:00
223,A,Lagos,Member,Male,Fashion accessories,19962.0,1,998.1,20960.1,Card,19962.0,4.761904762,998.1,4.9,2019-02-26 17:46:00
224,A,Lagos,Normal,Female,Fashion accessories,17506.8,4,3501.36,73528.56,Epay,70027.2,4.761904762,3501.36,7.6,2019-02-04 15:44:00
225,A,Lagos,Member,Male,Fashion accessories,20174.4,10,10087.2,211831.2,Epay,201744.0,4.761904762,10087.2,4.4,2019-01-14 19:30:00
226,A,Lagos,Normal,Female,Electronic accessories,16372.8,10,8186.4,171914.4,Card,163728.0,4.761904762,8186.4,4.8,2019-03-01 10:22:00
227,A,Lagos,Member,Female,Food and beverages,26449.2,4,5289.84,111086.64,Cash,105796.8,4.761904762,5289.84,6.0,2019-02-23 18:30:00
228,A,Lagos,Member,Male,Food and beverages,17460.0,6,5238.0,109998.0,Epay,104760.0,4.761904762,5238.0,9.4,2019-01-11 13:57:00
229,A,Lagos,Member,Male,Fashion accessories,7732.8,2,773.2800000000001,16238.88,Epay,15465.6,4.761904762,773.2800000000001,6.6,2019-02-27 12:22:00
230,A,Lagos,Member,Male,Home and lifestyle,22881.6,10,11440.8,240256.8,Cash,228816.0,4.761904762,11440.8,4.3,2019-01-16 17:59:00
231,A,Lagos,Normal,Female,Food and beverages,24156.0,3,3623.4,76091.40000000001,Cash,72468.0,4.761904762,3623.4,7.5,2019-02-15 10:36:00
232,A,Lagos,Member,Male,Health and beauty,17506.8,10,8753.4,183821.4,Cash,175068.0,4.761904762,8753.4,8.8,2019-03-04 12:44:00
233,A,Lagos,Member,Female,Home and lifestyle,31453.2,5,7863.3,165129.3,Cash,157266.0,4.761904762,7863.3,6.6,2019-01-29 19:45:00
234,A,Lagos,Member,Female,Sports and travel,9734.4,4,1946.88,40884.48,Epay,38937.6,4.761904762,1946.88,6.9,2019-01-01 20:26:00
235,A,Lagos,Member,Male,Electronic accessories,25048.8,9,11271.96,236711.16000000003,Card,225439.2,4.761904762,11271.96,7.8,2019-02-19 19:38:00
236,A,Lagos,Normal,Male,Sports and travel,9252.0,3,1387.8,29143.8,Epay,27756.0,4.761904762,1387.8,6.1,2019-01-17 17:59:00
237,A,Lagos,Member,Male,Food and beverages,29023.2,6,8706.96,182846.16,Cash,174139.2,4.761904762,8706.96,9.1,2019-02-28 20:18:00
238,A,Lagos,Normal,Female,Health and beauty,12844.8,5,3211.2,67435.2,Card,64224.0,4.761904762,3211.2,6.6,2019-02-06 18:33:00
239,A,Lagos,Member,Female,Fashion accessories,25725.6,7,9003.96,189083.16,Epay,180079.2,4.761904762,9003.96,4.5,2019-03-28 16:06:00
240,A,Lagos,Member,Male,Electronic accessories,4298.4,3,644.76,13539.96,Card,12895.2,4.761904762,644.76,8.1,2019-01-19 12:47:00
241,A,Lagos,Normal,Male,Fashion accessories,16336.8,3,2450.52,51460.92,Card,49010.4,4.761904762,2450.52,7.2,2019-02-17 13:34:00
242,A,Lagos,Member,Female,Fashion accessories,8035.2,4,1607.0399999999995,33747.84,Card,32140.8,4.761904762,1607.0399999999995,4.4,2019-03-01 16:23:00
243,A,Lagos,Normal,Male,Health and beauty,20160.0,3,3024.0,63504.0,Epay,60480.0,4.761904762,3024.0,4.8,2019-02-28 19:33:00
244,A,Lagos,Member,Male,Fashion accessories,7092.0,1,354.6,7446.599999999999,Epay,7092.0,4.761904762,354.6,9.5,2019-02-08 11:39:00
245,A,Lagos,Normal,Male,Home and lifestyle,33825.6,9,15221.52,319651.92,Cash,304430.4,4.761904762,15221.52,9.8,2019-03-20 11:32:00
246,A,Lagos,Member,Female,Sports and travel,25786.8,2,2578.68,54152.28,Epay,51573.6,4.761904762,2578.68,8.8,2019-02-12 14:33:00
247,A,Lagos,Member,Male,Home and lifestyle,13568.4,2,1356.84,28493.64,Epay,27136.8,4.761904762,1356.84,9.5,2019-02-20 15:29:00
248,A,Lagos,Normal,Female,Food and beverages,9820.8,5,2455.2000000000003,51559.2,Card,49104.0,4.761904762,2455.2000000000003,8.6,2019-02-03 10:31:00
249,A,Lagos,Member,Female,Electronic accessories,6271.200000000001,10,3135.6000000000004,65847.6,Epay,62711.99999999999,4.761904762,3135.6000000000004,7.0,2019-02-22 12:30:00
250,A,Lagos,Normal,Female,Fashion accessories,35024.4,8,14009.759999999998,294204.96,Card,280195.2,4.761904762,14009.759999999998,6.2,2019-03-09 13:18:00
251,A,Lagos,Normal,Female,Home and lifestyle,34747.2,6,10424.16,218907.36,Cash,208483.2,4.761904762,10424.16,4.5,2019-01-11 11:52:00
252,A,Lagos,Member,Male,Food and beverages,6786.000000000001,10,3393.0000000000005,71253.0,Epay,67860.0,4.761904762,3393.0000000000005,5.6,2019-02-27 18:24:00
253,A,Lagos,Normal,Female,Food and beverages,19940.4,4,3988.08,83749.68000000001,Epay,79761.6,4.761904762,3988.08,8.0,2019-03-25 15:19:00
254,A,Lagos,Member,Female,Fashion accessories,22996.8,8,9198.72,193173.12,Epay,183974.4,4.761904762,9198.72,9.9,2019-01-20 17:48:00
255,A,Lagos,Member,Female,Health and beauty,3848.4,5,962.1,20204.1,Epay,19242.0,4.761904762,962.1,7.6,2019-03-26 11:07:00
256,A,Lagos,Member,Male,Health and beauty,19980.0,4,3996.0,83916.0,Card,79920.0,4.761904762,3996.0,6.6,2019-01-20 15:48:00
257,A,Lagos,Normal,Female,Home and lifestyle,4114.8,6,1234.4399999999998,25923.24,Cash,24688.8,4.761904762,1234.4399999999998,7.7,2019-01-15 17:24:00
258,A,Lagos,Normal,Female,Sports and travel,34113.6,4,6822.72,143277.12,Epay,136454.4,4.761904762,6822.72,7.8,2019-02-11 16:06:00
259,A,Lagos,Member,Female,Fashion accessories,11023.2,1,551.16,11574.36,Card,11023.2,4.761904762,551.16,4.1,2019-02-05 14:14:00
260,A,Lagos,Normal,Male,Electronic accessories,26848.8,7,9397.08,197338.68,Card,187941.6,4.761904762,9397.08,9.0,2019-02-04 16:09:00
261,A,Lagos,Normal,Male,Sports and travel,21207.6,7,7422.660000000001,155875.86,Epay,148453.2,4.761904762,7422.660000000001,9.7,2019-01-17 15:15:00
262,A,Lagos,Normal,Male,Fashion accessories,16707.6,1,835.38,17542.98,Card,16707.6,4.761904762,835.38,4.0,2019-03-03 20:06:00
263,A,Lagos,Member,Male,Electronic accessories,33336.0,7,11667.6,245019.6,Card,233352.00000000003,4.761904762,11667.6,9.3,2019-02-27 12:52:00
264,A,Lagos,Normal,Female,Electronic accessories,16779.6,2,1677.9600000000005,35237.16,Card,33559.2,4.761904762,1677.9600000000005,6.6,2019-02-26 12:28:00
265,A,Lagos,Member,Female,Sports and travel,8816.4,10,4408.2,92572.2,Cash,88164.0,4.761904762,4408.2,8.1,2019-02-22 15:15:00
266,A,Lagos,Member,Female,Fashion accessories,17625.6,9,7931.519999999999,166561.91999999998,Cash,158630.4,4.761904762,7931.519999999999,8.0,2019-03-04 11:27:00
267,A,Lagos,Normal,Female,Home and lifestyle,27889.2,4,5577.84,117134.64,Cash,111556.8,4.761904762,5577.84,4.2,2019-03-17 16:36:00
268,A,Lagos,Normal,Female,Sports and travel,33544.8,2,3354.48,70444.08,Card,67089.6,4.761904762,3354.48,8.5,2019-01-16 18:41:00
269,A,Lagos,Normal,Female,Electronic accessories,18082.8,4,3616.56,75947.76,Cash,72331.2,4.761904762,3616.56,9.0,2019-01-08 17:12:00
270,A,Lagos,Normal,Female,Electronic accessories,14493.6,10,7246.799999999999,152182.80000000002,Card,144936.0,4.761904762,7246.799999999999,5.0,2019-02-24 18:06:00
271,A,Lagos,Normal,Male,Electronic accessories,34254.0,1,1712.7,35966.7,Cash,34254.0,4.761904762,1712.7,6.0,2019-03-22 14:00:00
272,A,Lagos,Member,Female,Electronic accessories,17503.2,8,7001.28,147026.88,Cash,140025.6,4.761904762,7001.28,5.0,2019-01-24 10:57:00
273,A,Lagos,Normal,Male,Food and beverages,12196.8,8,4878.72,102453.12,Epay,97574.4,4.761904762,4878.72,9.6,2019-01-19 20:29:00
274,A,Lagos,Member,Female,Home and lifestyle,17164.8,2,1716.48,36046.08,Card,34329.6,4.761904762,1716.48,4.1,2019-02-24 10:10:00
275,A,Lagos,Normal,Female,Health and beauty,24735.6,3,3710.34,77917.14,Cash,74206.8,4.761904762,3710.34,8.7,2019-03-04 10:05:00
276,A,Lagos,Member,Female,Sports and travel,7923.6,4,1584.72,33279.12,Card,31694.4,4.761904762,1584.72,6.6,2019-01-29 18:15:00
277,A,Lagos,Member,Male,Fashion accessories,14860.8,3,2229.12,46811.52,Card,44582.4,4.761904762,2229.12,8.5,2019-03-26 18:37:00
278,A,Lagos,Member,Female,Electronic accessories,26719.2,10,13359.6,280551.6,Card,267192.0,4.761904762,13359.6,4.3,2019-01-01 14:42:00
279,A,Lagos,Normal,Male,Electronic accessories,3801.6,8,1520.64,31933.44,Cash,30412.800000000003,4.761904762,1520.64,7.6,2019-01-24 17:43:00
280,A,Lagos,Member,Male,Health and beauty,32868.0,1,1643.4,34511.4,Epay,32868.0,4.761904762,1643.4,9.2,2019-02-14 14:42:00
281,A,Lagos,Normal,Male,Fashion accessories,18856.8,1,942.84,19799.64,Cash,18856.8,4.761904762,942.84,5.8,2019-03-26 19:44:00
282,A,Lagos,Member,Male,Fashion accessories,13874.4,5,3468.6,72840.6,Epay,69372.0,4.761904762,3468.6,5.6,2019-01-09 13:34:00
283,A,Lagos,Normal,Male,Fashion accessories,18698.4,3,2804.76,58899.96,Cash,56095.2,4.761904762,2804.76,7.9,2019-02-15 15:21:00
284,A,Lagos,Member,Female,Sports and travel,14209.2,2,1420.92,29839.32,Card,28418.4,4.761904762,1420.92,5.0,2019-03-02 16:16:00
285,A,Lagos,Normal,Male,Fashion accessories,7675.2,1,383.75999999999993,8058.96,Cash,7675.2,4.761904762,383.75999999999993,5.9,2019-01-26 12:43:00
286,A,Lagos,Member,Male,Electronic accessories,33760.8,3,5064.12,106346.52,Card,101282.4,4.761904762,5064.12,5.9,2019-01-30 11:32:00
287,A,Lagos,Member,Male,Electronic accessories,26373.6,1,1318.68,27692.28,Epay,26373.6,4.761904762,1318.68,9.7,2019-01-27 18:08:00
288,A,Lagos,Normal,Female,Fashion accessories,35676.0,6,10702.8,224758.8,Cash,214056.0,4.761904762,10702.8,4.2,2019-01-19 13:11:00
289,A,Lagos,Normal,Male,Fashion accessories,26676.0,1,1333.8,28009.800000000003,Cash,26676.0,4.761904762,1333.8,9.2,2019-01-25 11:05:00
290,A,Lagos,Normal,Female,Fashion accessories,35452.8,2,3545.28,74450.88,Epay,70905.6,4.761904762,3545.28,9.2,2019-02-19 10:12:00
291,A,Lagos,Member,Female,Health and beauty,34542.0,5,8635.5,181345.5,Epay,172710.0,4.761904762,8635.5,8.8,2019-01-23 14:21:00
292,A,Lagos,Member,Female,Home and lifestyle,10191.6,4,2038.3200000000004,42804.72,Cash,40766.4,4.761904762,2038.3200000000004,8.2,2019-03-07 18:35:00
293,A,Lagos,Member,Female,Food and beverages,17146.8,9,7716.059999999999,162037.26,Cash,154321.2,4.761904762,7716.059999999999,5.0,2019-01-23 12:35:00
294,A,Lagos,Member,Male,Sports and travel,4593.6,2,459.36,9646.56,Epay,9187.2,4.761904762,459.36,7.8,2019-01-08 18:06:00
295,A,Lagos,Member,Female,Electronic accessories,28652.4,3,4297.86,90255.06,Cash,85957.2,4.761904762,4297.86,6.6,2019-01-08 14:30:00
296,A,Lagos,Normal,Male,Sports and travel,23252.4,4,4650.48,97660.08,Epay,93009.6,4.761904762,4650.48,9.3,2019-01-06 13:35:00
297,A,Lagos,Member,Male,Food and beverages,8935.2,7,3127.3200000000006,65673.72,Card,62546.4,4.761904762,3127.3200000000006,7.1,2019-02-16 10:33:00
298,A,Lagos,Member,Male,Sports and travel,32061.6,6,9618.48,201988.08,Cash,192369.6,4.761904762,9618.48,9.9,2019-01-18 17:26:00
299,A,Lagos,Member,Male,Home and lifestyle,8384.4,4,1676.88,35214.48,Card,33537.6,4.761904762,1676.88,5.9,2019-03-19 11:52:00
300,A,Lagos,Normal,Female,Electronic accessories,32407.2,8,12962.88,272220.48,Card,259257.6,4.761904762,12962.88,4.5,2019-03-21 16:08:00
301,A,Lagos,Member,Female,Home and lifestyle,12391.2,6,3717.36,78064.56,Epay,74347.2,4.761904762,3717.36,7.5,2019-03-30 12:45:00
302,A,Lagos,Member,Female,Food and beverages,30002.4,2,3000.24,63005.04,Cash,60004.8,4.761904762,3000.24,7.6,2019-03-19 13:37:00
303,A,Lagos,Normal,Male,Sports and travel,16408.8,7,5743.08,120604.68,Cash,114861.6,4.761904762,5743.08,5.0,2019-01-13 10:03:00
304,A,Lagos,Member,Male,Food and beverages,31644.000000000004,1,1582.1999999999998,33226.2,Epay,31644.000000000004,4.761904762,1582.1999999999998,6.7,2019-02-05 19:42:00
305,A,Lagos,Member,Female,Electronic accessories,26449.2,10,13224.6,277716.6,Epay,264492.0,4.761904762,13224.6,9.5,2019-03-23 13:14:00
306,A,Lagos,Member,Male,Sports and travel,27691.2,10,13845.6,290757.6,Epay,276912.0,4.761904762,13845.6,5.6,2019-03-17 19:53:00
307,A,Lagos,Member,Male,Food and beverages,12614.4,9,5676.48,119206.08000000002,Epay,113529.6,4.761904762,5676.48,4.6,2019-02-09 19:17:00
308,A,Lagos,Member,Female,Health and beauty,9982.8,5,2495.7,52409.7,Card,49914.0,4.761904762,2495.7,4.2,2019-03-26 20:21:00
309,A,Lagos,Normal,Male,Food and beverages,4150.8,7,1452.78,30508.38,Cash,29055.6,4.761904762,1452.78,8.1,2019-01-28 17:35:00
310,A,Lagos,Member,Female,Food and beverages,28634.4,2,2863.44,60132.240000000005,Epay,57268.8,4.761904762,2863.44,6.2,2019-03-27 16:30:00
311,A,Lagos,Normal,Female,Home and lifestyle,33523.200000000004,8,13409.280000000002,281594.88,Cash,268185.60000000003,4.761904762,13409.280000000002,6.8,2019-02-07 10:09:00
312,A,Lagos,Member,Male,Fashion accessories,18482.4,8,7392.959999999999,155252.16,Epay,147859.2,4.761904762,7392.959999999999,7.6,2019-01-31 10:00:00
313,A,Lagos,Member,Female,Food and beverages,35856.0,3,5378.4,112946.4,Cash,107568.0,4.761904762,5378.4,5.8,2019-02-25 18:45:00
314,A,Lagos,Normal,Female,Fashion accessories,34081.2,4,6816.240000000001,143141.04,Cash,136324.8,4.761904762,6816.240000000001,6.8,2019-03-11 12:04:00
315,A,Lagos,Member,Female,Health and beauty,14263.2,9,6418.4400000000005,134787.24,Card,128368.8,4.761904762,6418.4400000000005,6.8,2019-01-13 17:54:00
316,A,Lagos,Normal,Female,Food and beverages,26798.4,10,13399.2,281383.2,Epay,267984.0,4.761904762,13399.2,5.1,2019-02-27 11:40:00
317,A,Lagos,Normal,Female,Sports and travel,32212.800000000003,5,8053.200000000001,169117.19999999998,Cash,161064.0,4.761904762,8053.200000000001,7.4,2019-03-30 10:18:00
318,A,Lagos,Member,Female,Health and beauty,33152.4,3,4972.86,104430.06,Cash,99457.2,4.761904762,4972.86,4.2,2019-02-17 16:27:00
319,A,Lagos,Normal,Male,Food and beverages,23947.2,4,4789.4400000000005,100578.24,Epay,95788.8,4.761904762,4789.4400000000005,6.9,2019-03-02 18:14:00
320,A,Lagos,Normal,Female,Home and lifestyle,16444.8,10,8222.4,172670.4,Epay,164448.0,4.761904762,8222.4,5.7,2019-01-19 19:30:00
321,A,Lagos,Normal,Male,Health and beauty,18284.4,5,4571.1,95993.1,Card,91422.0,4.761904762,4571.1,5.3,2019-02-19 14:53:00
322,A,Lagos,Member,Male,Health and beauty,3628.8,7,1270.08,26671.680000000004,Cash,25401.6,4.761904762,1270.08,4.2,2019-03-28 20:14:00
323,A,Lagos,Normal,Female,Electronic accessories,33796.8,7,11828.88,248406.48,Card,236577.6,4.761904762,11828.88,7.3,2019-01-05 11:51:00
324,A,Lagos,Normal,Female,Fashion accessories,15325.2,7,5363.82,112640.22,Cash,107276.4,4.761904762,5363.82,6.8,2019-01-06 11:51:00
325,A,Lagos,Member,Female,Food and beverages,35517.6,9,15982.92,335641.32,Cash,319658.4,4.761904762,15982.92,8.4,2019-02-19 15:07:00
326,A,Lagos,Member,Male,Electronic accessories,7520.400000000001,2,752.04,15792.84,Cash,15040.8,4.761904762,752.04,9.8,2019-02-05 18:45:00
327,A,Lagos,Normal,Female,Fashion accessories,5580.0,1,279.0,5858.999999999999,Card,5580.0,4.761904762,279.0,7.4,2019-03-19 15:23:00
328,A,Lagos,Normal,Female,Home and lifestyle,11987.999999999998,9,5394.599999999999,113286.6,Epay,107892.0,4.761904762,5394.599999999999,7.2,2019-03-04 15:27:00
329,A,Lagos,Member,Male,Home and lifestyle,29163.6,3,4374.54,91865.34,Card,87490.8,4.761904762,4374.54,9.3,2019-01-13 12:55:00
330,A,Lagos,Normal,Female,Health and beauty,5688.0,3,853.2,17917.2,Cash,17064.0,4.761904762,853.2,9.5,2019-03-25 18:02:00
331,A,Lagos,Normal,Male,Home and lifestyle,28828.8,3,4324.32,90810.72,Cash,86486.40000000001,4.761904762,4324.32,5.4,2019-02-11 15:29:00
332,A,Lagos,Normal,Female,Food and beverages,26877.6,4,5375.52,112885.92,Cash,107510.4,4.761904762,5375.52,8.5,2019-03-04 10:39:00
333,A,Lagos,Normal,Male,Health and beauty,20934.0,4,4186.8,87922.8,Cash,83736.0,4.761904762,4186.8,8.4,2019-01-23 17:44:00
334,A,Lagos,Member,Female,Sports and travel,35092.8,9,15791.760000000002,331626.96,Epay,315835.2,4.761904762,15791.760000000002,7.4,2019-03-14 14:19:00
335,A,Lagos,Normal,Female,Food and beverages,20361.6,5,5090.400000000001,106898.4,Card,101808.0,4.761904762,5090.400000000001,4.5,2019-03-22 19:06:00
336,A,Lagos,Normal,Male,Electronic accessories,20890.8,2,2089.08,43870.68,Epay,41781.6,4.761904762,2089.08,8.8,2019-03-10 20:46:00
337,A,Lagos,Member,Male,Food and beverages,11462.4,1,573.12,12035.52,Cash,11462.4,4.761904762,573.12,7.7,2019-02-09 13:22:00
338,A,Lagos,Normal,Male,Home and lifestyle,23695.2,1,1184.7600000000002,24879.960000000003,Cash,23695.2,4.761904762,1184.7600000000002,4.1,2019-02-22 15:33:00
339,A,Lagos,Member,Female,Fashion accessories,31802.4,7,11130.84,233747.64,Cash,222616.8,4.761904762,11130.84,6.6,2019-02-18 13:28:00
340,B,Abuja,Member,Female,Food and beverages,19742.4,3,2961.36,62188.55999999999,Card,59227.2,4.761904762,2961.36,5.9,2019-02-20 13:27:00
341,B,Abuja,Member,Female,Fashion accessories,5212.8,4,1042.5600000000002,21893.76,Epay,20851.2,4.761904762,1042.5600000000002,4.5,2019-02-06 18:07:00
342,B,Abuja,Member,Male,Electronic accessories,9183.6,4,1836.72,38571.12,Cash,36734.4,4.761904762,1836.72,6.8,2019-03-09 17:03:00
343,B,Abuja,Member,Female,Sports and travel,33739.2,6,10121.76,212556.96,Cash,202435.2,4.761904762,10121.76,4.5,2019-01-15 16:19:00
344,B,Abuja,Normal,Female,Home and lifestyle,14507.999999999998,2,1450.8000000000002,30466.8,Epay,29016.0,4.761904762,1450.8000000000002,4.4,2019-03-11 15:30:00
345,B,Abuja,Normal,Male,Health and beauty,31672.800000000003,3,4750.92,99769.32,Epay,95018.4,4.761904762,4750.92,5.1,2019-03-05 10:40:00
346,B,Abuja,Normal,Male,Home and lifestyle,11952.000000000002,2,1195.2,25099.2,Card,23904.000000000004,4.761904762,1195.2,4.4,2019-03-15 12:20:00
347,B,Abuja,Normal,Male,Fashion accessories,12067.2,1,603.36,12670.56,Cash,12067.2,4.761904762,603.36,6.7,2019-02-08 15:31:00
348,B,Abuja,Normal,Female,Food and beverages,31809.6,5,7952.4,167000.4,Cash,159048.0,4.761904762,7952.4,9.6,2019-01-25 19:48:00
349,B,Abuja,Normal,Male,Fashion accessories,33886.8,5,8471.699999999999,177905.7,Card,169434.0,4.761904762,8471.699999999999,4.8,2019-02-25 19:39:00
350,B,Abuja,Member,Male,Sports and travel,28105.2,9,12647.34,265594.14,Cash,252946.8,4.761904762,12647.34,4.5,2019-01-28 12:43:00
